image_number,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B,,,,,Average,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B
0057x4,0.112,0.326,0.152,0.736842105263158,0.736842105263158,0.736842105263158,0.318,1.187,0.21,,,,,,,,,,,,,,
0058x4,0.155,0.377,0.177,0.736842105263158,0.736842105263158,0.736842105263158,0.32,1.265,0.246,,,,,,,,,,,,,,
0059x4,0.223,0.369,0.229,0.736842105263158,0.736842105263158,0.736842105263158,0.331,1.083,0.263,,,,,,,,,,,,,,
0060x4,0.146,0.28,0.101,0.736842105263158,0.736842105263158,0.736842105263158,0.282,0.948,0.193,,,,,,,,,,,,,,
0061x4,0.184,0.332,0.187,0.736842105263158,0.736842105263158,0.736842105263158,0.269,1.001,0.175,,,,,,,,,,,,,,
0062x4,0.1,0.395,0.086,0.736842105263158,0.736842105263158,0.736842105263158,0.328,1.362,0.262,,,,,,,,,,,,,,
0063x4,0.174,0.344,0.113,0.237418098751317,0.736842105263158,0.736842105263158,0.288,1.113,0.114,,,,,,,,,,,,,,
0064x4,0.128,0.37,0.146,0.736842105263158,0.736842105263158,0.736842105263158,0.342,1.271,0.249,,,,,,,,,,,,,,
0065x4,0.209,0.391,0.19,0.736842105263158,0.736842105263158,0.736842105263158,0.324,1.221,0.223,,,,,,,,,,,,,,
0066x4,0.16,0.336,0.088,0.736842105263158,0.736842105263158,0.736842105263158,0.29,1.081,0.205,,,,,,,,,,,,,,
0067x4,0.145,0.367,0.114,0.736842105263158,0.736842105263158,0.736842105263158,0.349,1.258,0.223,,,,,,,,,,,,,,
0068x4,0.171,0.365,0.202,0.736842105263158,0.736842105263158,0.736842105263158,0.308,1.196,0.252,,,,,,,,,,,,,,
0069x4,0.127,0.337,0.108,0.736842105263158,0.736842105263158,0.736842105263158,0.272,1,0.167,,,,,,,,,,,,,,
0070x4,,0.247,,0.736842105263158,0.736842105263158,0.736842105263158,0.257,0.964,0.202,,,,,,,,,,,,,,
